"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ccf_rsc",2025,1,"Channel catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2crp",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2crp",2002,1,"Crappie",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2crp",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2crp",2012,1,"Crappie",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_lrp",2018,1,"Crappie",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_lrp",2025,1,"Crappie",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_no",2018,1,"Crappie",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_no",2025,1,"Crappie",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2crp_rsc",2018,1,"Crappie",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2crp_rsc",2025,1,"Crappie",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2fcf",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2fcf",2002,1,"Flathead catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2fcf",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2fcf",2012,1,"Flathead catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_lrp",2018,1,"Flathead catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_lrp",2025,1,"Flathead catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_no",2018,1,"Flathead catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_no",2025,1,"Flathead catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fcf_rsc",2018,1,"Flathead catfish",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fcf_rsc",2025,1,"Flathead catfish",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2fwd",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2fwd",2002,1,"Drum",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2fwd",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2fwd",2012,1,"Drum",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_lrp",2018,1,"Drum",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_lrp",2025,1,"Drum",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_no",2018,1,"Drum",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_no",2025,1,"Drum",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2fwd_rsc",2018,1,"Drum",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2fwd_rsc",2025,1,"Drum",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2lmb",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2lmb",2002,1,"Largemouth bass",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2lmb",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2lmb",2012,1,"Largemouth bass",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_lrp",2018,1,"Largemouth bass",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_lrp",2025,1,"Largemouth bass",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_no",2018,1,"Largemouth bass",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_no",2025,1,"Largemouth bass",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2lmb_rsc",2018,1,"Largemouth bass",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2lmb_rsc",2025,1,"Largemouth bass",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2musk",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2musk",2002,1,"Muskellunge / Tiger musky",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2musk",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2musk",2012,1,"Muskellunge / Tiger musky",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_lrp",2018,1,"Muskellunge / Tiger musky",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_lrp",2025,1,"Muskellunge / Tiger musky",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_no",2018,1,"Muskellunge / Tiger musky",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_no",2025,1,"Muskellunge / Tiger musky",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2musk_rsc",2018,1,"Muskellunge / Tiger musky",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_rsc",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2musk_rsc",2025,1,"Muskellunge / Tiger musky",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2ntp",2002,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2002?","B2ntp",2002,1,"Northern pike",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2ntp",2012,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2012?","B2ntp",2012,1,"Northern pike",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_lrp",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_lrp",2018,1,"Northern pike",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ntp_lrp",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ntp_lrp",2025,1,"Northern pike",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_no",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_no",2018,1,"Northern pike",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ntp_no",2025,0,"Unchecked",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ntp_no",2025,1,"Northern pike",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_rsc",2018,0,"Unchecked",FALSE
"SelectAll","Which types of fish did you try to catch in Nebraska waters during 2018?","B2ntp_rsc",2018,1,"Northern pike",FALSE
"SelectOne","Please indicate whether or not you tried to catch each of the following types of fish in Nebraska waters during 2025.","B2ntp_rsc",2025,0,"Unchecked",FALSE
